SUBDIVISION,YEAR,ANNUAL
lakshadweep,1924,1971.9999999999995
lakshadweep,1925,1676.9000000000003
lakshadweep,1926,1836.2
lakshadweep,1927,912.2
lakshadweep,1928,1406.8999999999999
lakshadweep,1929,1522.7
lakshadweep,1930,1258.3999999999999
lakshadweep,1931,1606.8999999999999
lakshadweep,1932,1893.7
lakshadweep,1933,2314.1
lakshadweep,1934,1087.8999999999999
lakshadweep,1935,1529.2000000000003
lakshadweep,1936,1744.1
lakshadweep,1937,1443.6000000000001
lakshadweep,1938,1547.6
lakshadweep,1939,1207.3
lakshadweep,1940,1406.6999999999998
lakshadweep,1941,1163.4
lakshadweep,1942,1786.2000000000003
lakshadweep,1943,1949.8
lakshadweep,1944,1668.1000000000001
lakshadweep,1945,1321.2999999999997
lakshadweep,1946,58.7
lakshadweep,1947,1755.9000000000003
lakshadweep,1948,1325.3
lakshadweep,1949,1755.1999999999998
lakshadweep,1950,1494.1000000000001
lakshadweep,1951,1715.3
lakshadweep,1952,1124.5
lakshadweep,1953,1606.2
lakshadweep,1954,1555.5
lakshadweep,1955,1548.3000000000002
lakshadweep,1956,1287.4
lakshadweep,1957,1347.2
lakshadweep,1958,992.5999999999999
lakshadweep,1959,1583.6
lakshadweep,1960,1901.8000000000002
lakshadweep,1961,2235.3
lakshadweep,1962,1586.6
lakshadweep,1963,1902.1
lakshadweep,1964,1651.7
lakshadweep,1965,1405.9
lakshadweep,1966,1741.5
lakshadweep,1967,1287.3
lakshadweep,1968,1344.4
lakshadweep,1969,1416.1
lakshadweep,1970,1783.0000000000002
lakshadweep,1971,1901.3999999999999
lakshadweep,1972,1287.6000000000001
lakshadweep,1973,1557.3999999999999
lakshadweep,1974,1511.3
lakshadweep,1975,1890.4999999999998
lakshadweep,1976,1502.0999999999997
lakshadweep,1977,1848.2000000000003
lakshadweep,1978,1967.3999999999999
lakshadweep,1979,1825.3999999999999
lakshadweep,1980,1211.6999999999998
lakshadweep,1981,1617.4
lakshadweep,1982,1392.0
lakshadweep,1983,1403.2
lakshadweep,1984,1591.6
lakshadweep,1985,1303.4
lakshadweep,1986,1465.8999999999999
lakshadweep,1987,1288.6
lakshadweep,1988,1450.8000000000002
lakshadweep,1989,1714.4
lakshadweep,1990,1310.5000000000002
lakshadweep,1991,1582.9999999999998
lakshadweep,1992,1534.9
lakshadweep,1993,1449.7
lakshadweep,1994,1547.1000000000001
lakshadweep,1995,2030.8999999999999
lakshadweep,1996,1606.0
lakshadweep,1997,1764.7
lakshadweep,1998,1986.8999999999999
lakshadweep,1999,1857.3000000000002
lakshadweep,2000,1372.1000000000001
lakshadweep,2001,1380.6000000000001
lakshadweep,2002,1033.5
lakshadweep,2003,1532.8999999999999
lakshadweep,2004,1553.2
lakshadweep,2005,1575.3999999999999
lakshadweep,2006,1598.6
lakshadweep,2007,2361.5999999999995
lakshadweep,2008,1726.8
lakshadweep,2009,1570.1
lakshadweep,2010,1725.1999999999998
lakshadweep,2011,1533.7
lakshadweep,2012,1405.5000000000002
lakshadweep,2013,1426.3
lakshadweep,2014,1395.0
lakshadweep,2015,1642.9
